beta1_core_ppsigma,beta2_med_extra_ppsigma,med_to_core_ratio,beta2_p_cluster,beta2_p_timeFE,n_obs,n_countries,note
0.0883,0.0781,1.884,0.007357,0.01233,2543,8,8 clusters; cluster-robust SEs conservative caveat
